,Unnamed: 0,job_title,company,job_location,country,location_type,skills,job_link,employment_type
7270,7270,Sr. Staff Software Engineer - Flagship Search,LinkedIn,"sunnyvale, ca",United States,International,"['Information Privacy', 'Leadership', 'Machine Learning', 'Artificial Intelligence']",https://www.linkedin.com/jobs/view/sr-staff-software-engineer-flagship-search-at-linkedin-3776634233?refId=SU0p9tj6lehwufewK3Idvg%3D%3D&trackingId=J4ucOMus6ElvcTNbrpgmyA%3D%3D&position=3&pageNum=30&trk=public_jobs_jserp-result_search-card,Full-time
7271,7271,Full Stack Software Engineer,NAVA Software Solutions,"seattle, wa",United States,International,"['Apache Cassandra', 'Redis', 'Critical Thinking', 'Apache Spark', 'Creativity']",https://www.linkedin.com/jobs/view/full-stack-software-engineer-at-nava-software-solutions-3779297573?refId=SU0p9tj6lehwufewK3Idvg%3D%3D&trackingId=xib2vMYbnI4EDpejU%2FydwQ%3D%3D&position=4&pageNum=30&trk=public_jobs_jserp-result_search-card,Contract
7272,7272,KR110SWE0 - Entry Level Software Engineer - Cleared,NiSUS Technologies Corporation,"annapolis junction, md",United States,International,"['Elasticsearch', 'Git (Version Control System)', 'Grafana']",https://www.linkedin.com/jobs/view/kr110swe0-entry-level-software-engineer-cleared-at-nisus-technologies-corporation-3629085935?refId=SU0p9tj6lehwufewK3Idvg%3D%3D&trackingId=JdxHCGWzvzwMOohWfg%2FrMQ%3D%3D&position=5&pageNum=30&trk=public_jobs_jserp-result_search-card,Temporary
7273,7273,Web Developer,Clutch,united states,United States,International,"['Google Analytics', 'Marketing', 'Git (Version Control System)', 'Leadership', 'JavaScript (Programming Language)']",https://www.linkedin.com/jobs/view/web-developer-at-clutch-3766662539?refId=SU0p9tj6lehwufewK3Idvg%3D%3D&trackingId=Vqi2TtLNZY7LL0E%2B5djTRQ%3D%3D&position=6&pageNum=30&trk=public_jobs_jserp-result_search-card,Internship
7274,7274,Software Engineer,Bayside Solutions,"seattle, wa",United States,International,"['Big Data', 'Apache Spark', 'Natural Language Processing (NLP)', 'Machine Learning', 'Communication', 'Deep Learning', 'Git (Version Control System)', 'PyTorch (Machine Learning Library)', 'Apache Hadoop', 'Version Control']",https://www.linkedin.com/jobs/view/software-engineer-at-bayside-solutions-3762693233?refId=SU0p9tj6lehwufewK3Idvg%3D%3D&trackingId=X9q442BKpTYXIQapBYLxPg%3D%3D&position=7&pageNum=30&trk=public_jobs_jserp-result_search-card,Contract
7275,7275,Software Engineer,HP,"california, united states",United States,International,"['CompTIA Security+', 'Communication', 'Leadership']",https://www.linkedin.com/jobs/view/software-engineer-at-hp-3761630535?refId=SU0p9tj6lehwufewK3Idvg%3D%3D&trackingId=JSSQmydXwsa4O3nex8pGkA%3D%3D&position=8&pageNum=30&trk=public_jobs_jserp-result_search-card,Contract
7276,7276,Software Engineer - Clearance Required *$20k sign on eligible*,Lockheed Martin,"annapolis junction, md",United States,International,"['Data Normalization', 'Automation']",https://www.linkedin.com/jobs/view/software-engineer-clearance-required-%2420k-sign-on-eligible-at-lockheed-martin-3757488854?refId=SU0p9tj6lehwufewK3Idvg%3D%3D&trackingId=UfV56T6ul5T4Ydp9Y5RhpA%3D%3D&position=9&pageNum=30&trk=public_jobs_jserp-result_search-card,Internship
7277,7277,Software Engineer,Big Cloud,united states,United States,International,"['Deep Learning', 'Machine Learning']",https://www.linkedin.com/jobs/view/software-engineer-at-big-cloud-3767791716?refId=SU0p9tj6lehwufewK3Idvg%3D%3D&trackingId=nq6VbYiKeQx6b95rPEfc8A%3D%3D&position=10&pageNum=30&trk=public_jobs_jserp-result_search-card,Full-time
7278,7278,Software Engineer,KBX,"las vegas, nv",United States,International,"['Apache Kafka', 'Big Data', 'Docker (Software)', 'Apache Spark', 'Continuous Delivery', 'JSON', 'Automation', 'Software As A Service (SaaS)', 'Apache Hadoop', 'Kubernetes', 'Serverless Computing', 'Microservices']",https://www.linkedin.com/jobs/view/software-engineer-at-kbx-3755151442?refId=SU0p9tj6lehwufewK3Idvg%3D%3D&trackingId=0rtU1ZCJxD4XH86j7oI3UA%3D%3D&position=11&pageNum=30&trk=public_jobs_jserp-result_search-card,Full-time
7279,7279,Software Engineer,SAIC,"florida, united states",United States,International,"['Docker (Software)', 'API Gateway', 'Terraform', 'Communication', 'Application Programming Interface (API)', 'Git (Version Control System)', 'Collaborative Software', 'Kubernetes', 'DevSecOps', 'JavaScript (Programming Language)']",https://www.linkedin.com/jobs/view/software-engineer-at-saic-3781616066?refId=SU0p9tj6lehwufewK3Idvg%3D%3D&trackingId=mMRhMmY3UBTyLlKMoNB3aA%3D%3D&position=12&pageNum=30&trk=public_jobs_jserp-result_search-card,Part-time
7280,7280,Sr Software Engineer,Oracle,"austin, tx",United States,International,"['Docker (Software)', 'NoSQL', 'Linux', 'Terraform', 'Communication', 'Leadership', 'Kubernetes']",https://www.linkedin.com/jobs/view/sr-software-engineer-at-oracle-3766138741?refId=SU0p9tj6lehwufewK3Idvg%3D%3D&trackingId=7O8Xn%2BbDdGZA1IH0AV6pRg%3D%3D&position=13&pageNum=30&trk=public_jobs_jserp-result_search-card,Full-time
7281,7281,Software Development Engineer,ScaleneWorks INC,"aurora, co",United States,International,"['Terraform', 'Microservices']",https://www.linkedin.com/jobs/view/software-development-engineer-at-scaleneworks-inc-3758167908?refId=SU0p9tj6lehwufewK3Idvg%3D%3D&trackingId=eITGtdOS7%2FpCZEaFFHxqnA%3D%3D&position=14&pageNum=30&trk=public_jobs_jserp-result_search-card,Full-time
7282,7282,"Software Engineer, Fullstack",Stack AV,united states,United States,International,"['CompTIA Security+', 'Kubernetes', 'Docker (Software)']",https://www.linkedin.com/jobs/view/software-engineer-fullstack-at-stack-av-3766134718?refId=SU0p9tj6lehwufewK3Idvg%3D%3D&trackingId=ZRwlba9JlMS4U8uA%2FZpzyg%3D%3D&position=15&pageNum=30&trk=public_jobs_jserp-result_search-card,Internship
7283,7283,Software Engineer: Front-end / Remote,Motion Recruitment,"culver city, ca",United States,International,"['Customer Service', 'Sales', 'Marketing', 'Communication']",https://www.linkedin.com/jobs/view/software-engineer-front-end-remote-at-motion-recruitment-3762366247?refId=SU0p9tj6lehwufewK3Idvg%3D%3D&trackingId=TVUKqYL2ESQ4Cq9dvRW%2BQA%3D%3D&position=16&pageNum=30&trk=public_jobs_jserp-result_search-card,Contract
7284,7284,Software Engineer Intern SAAS,CooperSurgical,"trumbull, ct",United States,International,"['Software As A Service (SaaS)', 'Git (Version Control System)', 'Interpersonal Communications', 'JavaScript (Programming Language)', 'Version Control']",https://www.linkedin.com/jobs/view/software-engineer-intern-saas-at-coopersurgical-3748143244?refId=SU0p9tj6lehwufewK3Idvg%3D%3D&trackingId=HVnUuAwUKFPvqN4TreE2rg%3D%3D&position=17&pageNum=30&trk=public_jobs_jserp-result_search-card,Temporary
7285,7285,Software Engineer V - Python,Shift4,united states,United States,International,"['Systems Development Life Cycle', 'Software Architecture', 'Communication', 'Git (Version Control System)', 'Mentorship', 'Version Control']",https://www.linkedin.com/jobs/view/software-engineer-v-python-at-shift4-3772510697?refId=SU0p9tj6lehwufewK3Idvg%3D%3D&trackingId=BeJ7jzHO3odCNSlcnhpq6A%3D%3D&position=18&pageNum=30&trk=public_jobs_jserp-result_search-card,Part-time
7286,7286,Java Software Engineer - Remote,VMD Corp,"fairfax, va",United States,International,"['Agile Methodology', 'Cyber Security', 'Teamwork', 'Communication']",https://www.linkedin.com/jobs/view/java-software-engineer-remote-at-vmd-corp-3771512177?refId=SU0p9tj6lehwufewK3Idvg%3D%3D&trackingId=iuPlBEv2Unm3ghyfCLXJMw%3D%3D&position=19&pageNum=30&trk=public_jobs_jserp-result_search-card,Contract
7287,7287,Senior Full Stack Web Developer,Niyama Global LLC,united states,United States,International,"['Microservices', 'JavaScript (Programming Language)', 'Google Cloud Platform (GCP)']",https://www.linkedin.com/jobs/view/senior-full-stack-web-developer-at-niyama-global-llc-3750195105?refId=SU0p9tj6lehwufewK3Idvg%3D%3D&trackingId=xAetfNNdO54be4jEFh7UkA%3D%3D&position=20&pageNum=30&trk=public_jobs_jserp-result_search-card,Internship
7288,7288,Software Engineer,John Deere,"moline, il",United States,International,"['Leadership', 'Artificial Intelligence', 'Application Programming Interface (API)']",https://www.linkedin.com/jobs/view/software-engineer-at-john-deere-3780575189?refId=SU0p9tj6lehwufewK3Idvg%3D%3D&trackingId=wkaFH04fTrwcYslI1CSI2Q%3D%3D&position=21&pageNum=30&trk=public_jobs_jserp-result_search-card,Temporary
7289,7289,Software Engineer,Confidential,"mountain view, ca",United States,International,"['Big Data', 'Embedded Systems', 'Apache Spark']",https://www.linkedin.com/jobs/view/software-engineer-at-confidential-3758961421?refId=SU0p9tj6lehwufewK3Idvg%3D%3D&trackingId=PUNr560ekHeuoBBczNNa0Q%3D%3D&position=22&pageNum=30&trk=public_jobs_jserp-result_search-card,Full-time
7290,7290,Software Engineer - Networking,Meta,"denver, co",United States,International,"['Virtual Reality', 'Machine Learning']",https://www.linkedin.com/jobs/view/software-engineer-networking-at-meta-3753500996?refId=SU0p9tj6lehwufewK3Idvg%3D%3D&trackingId=IIVIwiFr1ahvk8vtN%2FpQMQ%3D%3D&position=23&pageNum=30&trk=public_jobs_jserp-result_search-card,Internship
7291,7291,Software Engineer,KBX,"dallas, tx",United States,International,"['Apache Kafka', 'Big Data', 'Docker (Software)', 'Apache Spark', 'Continuous Delivery', 'JSON', 'Automation', 'Software As A Service (SaaS)', 'Apache Hadoop', 'Kubernetes', 'Serverless Computing', 'Microservices']",https://www.linkedin.com/jobs/view/software-engineer-at-kbx-3755156145?refId=SU0p9tj6lehwufewK3Idvg%3D%3D&trackingId=3nZtt1DZpATG4fh1rlwvbQ%3D%3D&position=24&pageNum=30&trk=public_jobs_jserp-result_search-card,Temporary
7292,7292,Machine Learning Software Engineer,"Enterprise Minds, Inc","mountain view, ca",United States,International,[],https://www.linkedin.com/jobs/view/machine-learning-software-engineer-at-enterprise-minds-inc-3761783642?refId=SU0p9tj6lehwufewK3Idvg%3D%3D&trackingId=YSzHh08tfG1DKL3uBiQJ8w%3D%3D&position=25&pageNum=30&trk=public_jobs_jserp-result_search-card,Temporary
7293,7293,Machine Learning Software Engineer,"Enterprise Minds, Inc","mountain view, ca",United States,International,[],https://www.linkedin.com/jobs/view/software-engineer-developer-react-at-edible-arrangements-3756669241?refId=yJPjdlKFlDJdOz83wKnSEQ%3D%3D&trackingId=KrP6FrDpeY4jyxAQNPiUnQ%3D%3D&position=1&pageNum=31&trk=public_jobs_jserp-result_search-card,Contract
7294,7294,Java Software Engineer - Intermediate Level,USAA,"phoenix, az",United States,International,"['CompTIA Security+', 'Kotlin', 'HyperText Markup Language (HTML)', 'Application Programming Interface (API)', 'Kubernetes', 'JavaScript (Programming Language)', 'Business Acumen', 'Version Control']",https://www.linkedin.com/jobs/view/java-software-engineer-intermediate-level-at-usaa-3779847367?refId=yJPjdlKFlDJdOz83wKnSEQ%3D%3D&trackingId=8FZk7E%2FV%2BdfmO5Vik17gNw%3D%3D&position=2&pageNum=31&trk=public_jobs_jserp-result_search-card,Contract
7295,7295,Full Stack Software Engineer {S},"ARKA Group, LP","king of prussia, pa",United States,International,"['DevSecOps', 'Docker (Software)', 'Creativity', 'Software Architecture', 'Application Programming Interface (API)', 'Git (Version Control System)', 'Leadership', 'Kubernetes', 'JIRA', 'JavaScript (Programming Language)']",https://www.linkedin.com/jobs/view/full-stack-software-engineer-s-at-arka-group-lp-3769755095?refId=yJPjdlKFlDJdOz83wKnSEQ%3D%3D&trackingId=Ukgr8AqhFOZZAxbvtPJRtA%3D%3D&position=3&pageNum=31&trk=public_jobs_jserp-result_search-card,Full-time
7296,7296,Software Engineer,John Deere,"moline, il",United States,International,"['Leadership', 'Artificial Intelligence', 'Application Programming Interface (API)']",https://www.linkedin.com/jobs/view/software-engineer-at-john-deere-3780575189?refId=yJPjdlKFlDJdOz83wKnSEQ%3D%3D&trackingId=9MzZgIXFg93KS0c1sgVPvQ%3D%3D&position=4&pageNum=31&trk=public_jobs_jserp-result_search-card,Internship
7297,7297,Software Engineer,OM GROUP INC.,"reston, va",United States,International,"['Agile Methodology', 'Communication', 'Application Programming Interface (API)', 'Leadership', 'Teamwork']",https://www.linkedin.com/jobs/view/software-engineer-at-om-group-inc-3762884644?refId=yJPjdlKFlDJdOz83wKnSEQ%3D%3D&trackingId=e75OE%2FNUGuiDvHlm8tvtUA%3D%3D&position=5&pageNum=31&trk=public_jobs_jserp-result_search-card,Internship
7298,7298,Software Engineer in Test,TriStaff Group of Companies,united states,United States,International,"['JavaScript (Programming Language)', 'Application Programming Interface (API)', 'Test Automation']",https://www.linkedin.com/jobs/view/software-engineer-in-test-at-tristaff-group-of-companies-3780594946?refId=yJPjdlKFlDJdOz83wKnSEQ%3D%3D&trackingId=e1VQyi2sOrQU%2Bzm8EkQ7tQ%3D%3D&position=6&pageNum=31&trk=public_jobs_jserp-result_search-card,Part-time
7299,7299,Full Stack Software Engineer,Slalom,"charlotte, nc",United States,International,"['JavaScript (Programming Language)', 'Interpersonal Communications']",https://www.linkedin.com/jobs/view/full-stack-software-engineer-at-slalom-3760337629?refId=yJPjdlKFlDJdOz83wKnSEQ%3D%3D&trackingId=I2esCaZXr95IXQUIe7IyGg%3D%3D&position=7&pageNum=31&trk=public_jobs_jserp-result_search-card,Part-time
7300,7300,"Software Engineer, Driver Experience",Lyft,"san francisco, ca",United States,International,[],https://www.linkedin.com/jobs/view/software-engineer-driver-experience-at-lyft-3763117675?refId=yJPjdlKFlDJdOz83wKnSEQ%3D%3D&trackingId=llmStK7%2Bbh08pa%2F%2FUNHzag%3D%3D&position=8&pageNum=31&trk=public_jobs_jserp-result_search-card,Temporary
7301,7301,Software Engineer III - Frontend,Walmart,"reston, va",United States,International,"['HyperText Markup Language (HTML)', 'Cyber Security', 'Customer Service', 'JavaScript (Programming Language)', 'Version Control']",https://www.linkedin.com/jobs/view/software-engineer-iii-frontend-at-walmart-3760958737?refId=yJPjdlKFlDJdOz83wKnSEQ%3D%3D&trackingId=5C2TjVCY1LuYJNjakKy%2BkA%3D%3D&position=9&pageNum=31&trk=public_jobs_jserp-result_search-card,Temporary
7302,7302,Senior Software Engineer-Backend,Truveta,"seattle, wa",United States,International,"['CompTIA Security+', 'Kubernetes', 'Leadership', 'Big Data']",https://www.linkedin.com/jobs/view/senior-software-engineer-backend-at-truveta-3760692665?refId=yJPjdlKFlDJdOz83wKnSEQ%3D%3D&trackingId=FK9zlUTlyrEONkeYUO9RvQ%3D%3D&position=10&pageNum=31&trk=public_jobs_jserp-result_search-card,Temporary
7303,7303,Software Engineer (Flutter),Chai,"palo alto, ca",United States,International,"['Kubernetes', 'Negotiation']",https://www.linkedin.com/jobs/view/software-engineer-flutter-at-chai-3752317955?refId=yJPjdlKFlDJdOz83wKnSEQ%3D%3D&trackingId=BJUH7I7lh%2BGhI1Lk6vz8WA%3D%3D&position=11&pageNum=31&trk=public_jobs_jserp-result_search-card,Temporary
7304,7304,Software Engineer,Cognition.io,"miami, fl",United States,International,"['Critical Thinking', 'Business Acumen']",https://www.linkedin.com/jobs/view/software-engineer-at-cognition-io-3776648796?refId=yJPjdlKFlDJdOz83wKnSEQ%3D%3D&trackingId=OIC74wjoo%2BAaCsBMFpwmDg%3D%3D&position=12&pageNum=31&trk=public_jobs_jserp-result_search-card,Contract
7305,7305,"Software Engineer, Full Stack (Notebook Canvas)",Benchling,"san francisco, ca",United States,International,"['Sales', 'Research', 'Marketing', 'Application Programming Interface (API)']",https://www.linkedin.com/jobs/view/software-engineer-full-stack-notebook-canvas-at-benchling-3761313382?refId=yJPjdlKFlDJdOz83wKnSEQ%3D%3D&trackingId=u8s9qqKvbshXaMVxitHUrg%3D%3D&position=13&pageNum=31&trk=public_jobs_jserp-result_search-card,Contract
7306,7306,"Software Engineer at Educational Software (Remote, PH based only)",OneTeamAnywhere,"san francisco, ca",United States,International,['Communication'],https://www.linkedin.com/jobs/view/software-engineer-at-educational-software-remote-ph-based-only-at-oneteamanywhere-3768218106?refId=yJPjdlKFlDJdOz83wKnSEQ%3D%3D&trackingId=Q%2BKK35ZkCuKqzE3JFnzzKw%3D%3D&position=14&pageNum=31&trk=public_jobs_jserp-result_search-card,Full-time
7307,7307,Software Test Engineer,Google,"sunnyvale, ca",United States,International,['Automation'],https://www.linkedin.com/jobs/view/software-test-engineer-at-google-3779851304?refId=yJPjdlKFlDJdOz83wKnSEQ%3D%3D&trackingId=dMHi1Yy9YgcNK58kEYJI4g%3D%3D&position=15&pageNum=31&trk=public_jobs_jserp-result_search-card,Temporary
7308,7308,Software Engineer,INSPYR Solutions,"washington, dc",United States,International,"['CompTIA Security+', 'Big Data', 'Operating Systems', 'HyperText Markup Language (HTML)', 'Software Quality (SQA/SQC)', 'Model View Controller', 'JSON', 'Git (Version Control System)', 'JavaScript (Programming Language)']",https://www.linkedin.com/jobs/view/software-engineer-at-inspyr-solutions-3779682426?refId=yJPjdlKFlDJdOz83wKnSEQ%3D%3D&trackingId=GHvfMgvHa3HNasrRtF6E4Q%3D%3D&position=16&pageNum=31&trk=public_jobs_jserp-result_search-card,Part-time
7309,7309,Software Engineer - Full Stack (Remote),DApp360 Workforce,"florida, united states",United States,International,"['CompTIA Security+', 'Software Quality (SQA/SQC)', 'Apache Spark', 'GraphQL', 'Test Automation']",https://www.linkedin.com/jobs/view/software-engineer-full-stack-remote-at-dapp360-workforce-3767303748?refId=yJPjdlKFlDJdOz83wKnSEQ%3D%3D&trackingId=EWJEXfIaRbymdN0wQg0l6w%3D%3D&position=17&pageNum=31&trk=public_jobs_jserp-result_search-card,Part-time
7310,7310,Software Engineer 0 (Hybrid) - Kubernetes/Kotlin/GitOps,Captivation,"annapolis junction, md",United States,International,"['CompTIA Security+', 'Kubernetes']",https://www.linkedin.com/jobs/view/software-engineer-0-hybrid-kubernetes-kotlin-gitops-at-captivation-3780822098?refId=yJPjdlKFlDJdOz83wKnSEQ%3D%3D&trackingId=Rd49aY1dsIcANoyrAXKChQ%3D%3D&position=18&pageNum=31&trk=public_jobs_jserp-result_search-card,Temporary
7311,7311,Software Development Engineer (Remote),SubjectWell,"austin, tx",United States,International,"['Critical Thinking', 'NoSQL', 'Systems Development Life Cycle', 'Application Programming Interface (API)', 'Research', 'Microservices']",https://www.linkedin.com/jobs/view/software-development-engineer-remote-at-subjectwell-3759396235?refId=yJPjdlKFlDJdOz83wKnSEQ%3D%3D&trackingId=bC%2Far5iBoctyL%2BYjzBi3aQ%3D%3D&position=19&pageNum=31&trk=public_jobs_jserp-result_search-card,Internship
7312,7312,Java Software Engineer,HuMetis Technologies Inc.,"o'fallon, mo",United States,International,"['Operating Systems', 'NoSQL', 'Communication', 'Infrastructure As A Service (IaaS)', 'Research', 'Platform As A Service (PaaS)', 'Serverless Computing', 'Organizational Skills']",https://www.linkedin.com/jobs/view/java-software-engineer-at-humetis-technologies-inc-3766086497?refId=yJPjdlKFlDJdOz83wKnSEQ%3D%3D&trackingId=0R4FhrHsy2p30mJnlyZ4fw%3D%3D&position=20&pageNum=31&trk=public_jobs_jserp-result_search-card,Full-time
7313,7313,Back-end Software Engineer,Meet,san francisco bay area,United States,International,[],https://www.linkedin.com/jobs/view/back-end-software-engineer-at-meet-3759381936?refId=yJPjdlKFlDJdOz83wKnSEQ%3D%3D&trackingId=dNfHnVIcIJu%2B%2BtzbzaWysA%3D%3D&position=21&pageNum=31&trk=public_jobs_jserp-result_search-card,Part-time
7314,7314,Software Engineer (Frontend),1-800 CONTACTS,"draper, ut",United States,International,"['Model View Controller', 'Communication', 'JavaScript (Programming Language)', 'Organizational Skills', 'Version Control']",https://www.linkedin.com/jobs/view/software-engineer-frontend-at-1-800-contacts-3752405540?refId=yJPjdlKFlDJdOz83wKnSEQ%3D%3D&trackingId=Hwt%2BAh1%2BZrql6HYPgPR3Dg%3D%3D&position=22&pageNum=31&trk=public_jobs_jserp-result_search-card,Temporary
7315,7315,Web Developer w/ UI Experience,Measure,"houston, tx",United States,International,"['CompTIA Security+', 'Communication', 'Leadership', 'Research', 'JavaScript (Programming Language)']",https://www.linkedin.com/jobs/view/web-developer-w-ui-experience-at-measure-3762628700?refId=yJPjdlKFlDJdOz83wKnSEQ%3D%3D&trackingId=YSUbZM1zIpMSbMXWtChxpQ%3D%3D&position=23&pageNum=31&trk=public_jobs_jserp-result_search-card,Full-time
7316,7316,"DNA Matches Software Engineer, Summer Intern",Ancestry,"lehi, ut",United States,International,"['Mentorship', 'Terraform', 'Docker (Software)', 'Automation']",https://www.linkedin.com/jobs/view/dna-matches-software-engineer-summer-intern-at-ancestry-3768487565?refId=yJPjdlKFlDJdOz83wKnSEQ%3D%3D&trackingId=p7bAKOB9fg%2FvpH3aq7N2AA%3D%3D&position=24&pageNum=31&trk=public_jobs_jserp-result_search-card,Temporary
7317,7317,Front End Software Engineer,Life Science People,san francisco bay area,United States,International,"['Unit Testing', 'Software Architecture']",https://www.linkedin.com/jobs/view/front-end-software-engineer-at-life-science-people-3763914984?refId=yJPjdlKFlDJdOz83wKnSEQ%3D%3D&trackingId=W92Fo1VVwhdvbykZpvs57A%3D%3D&position=25&pageNum=31&trk=public_jobs_jserp-result_search-card,Part-time
7318,7318,Software Engineer,Tree Top Staffing LLC,"houston, tx",United States,International,"['Analytical Skills', 'Communication']",https://www.linkedin.com/jobs/view/software-engineer-at-tree-top-staffing-llc-3781587261?refId=B7FvXlT9p60ffYm28dHVSA%3D%3D&trackingId=8gAl9Mv1DAXungpK%2BGWuCA%3D%3D&position=1&pageNum=32&trk=public_jobs_jserp-result_search-card,Full-time
7319,7319,Software Engineer II,Frost,"texas, united states",United States,International,"['Linux', 'Communication', 'Organizational Skills']",https://www.linkedin.com/jobs/view/software-engineer-ii-at-frost-3770792720?refId=B7FvXlT9p60ffYm28dHVSA%3D%3D&trackingId=%2BRGhOsFKQmJaaHwbXpN4jQ%3D%3D&position=2&pageNum=32&trk=public_jobs_jserp-result_search-card,Full-time
7320,7320,Software Engineer (Java) - multiple levels,"Constellation Technologies, Inc","fort meade, md",United States,International,"['HyperText Markup Language (HTML)', 'JSON', 'Behavior-Driven Development', 'Linux', 'Mentorship', 'Leadership']",https://www.linkedin.com/jobs/view/software-engineer-java-multiple-levels-at-constellation-technologies-inc-3768617222?refId=B7FvXlT9p60ffYm28dHVSA%3D%3D&trackingId=E8PU%2BmXSJbZ9Yk78t7udhw%3D%3D&position=3&pageNum=32&trk=public_jobs_jserp-result_search-card,Temporary
7321,7321,Software Engineer - Full Stack,Redo Tech,"pleasant grove, ut",United States,International,"['Software As A Service (SaaS)', 'Terraform', 'Communication']",https://www.linkedin.com/jobs/view/software-engineer-full-stack-at-redo-tech-3761449104?refId=B7FvXlT9p60ffYm28dHVSA%3D%3D&trackingId=eGB9%2BoRyD%2Fcps1%2Bqm35jgg%3D%3D&position=4&pageNum=32&trk=public_jobs_jserp-result_search-card,Full-time
7322,7322,Remote Opportunity: Software (Java) Engineer,SPAR Information Systems LLC,united states,United States,International,"['Docker (Software)', 'Model View Controller', 'Behavior-Driven Development', 'NoSQL', 'Communication', 'Kubernetes', 'Microservices']",https://www.linkedin.com/jobs/view/remote-opportunity-software-java-engineer-at-spar-information-systems-llc-3760865500?refId=B7FvXlT9p60ffYm28dHVSA%3D%3D&trackingId=yzBvhNWY5u44CFNNRZXMyg%3D%3D&position=5&pageNum=32&trk=public_jobs_jserp-result_search-card,Part-time
7323,7323,Software Development Engineer In Test,Covr Financial Technologies,"hartford, ct",United States,International,"['Docker (Software)', 'Automation', 'Communication', 'Application Programming Interface (API)', 'Git (Version Control System)', 'Research', 'JavaScript (Programming Language)']",https://www.linkedin.com/jobs/view/software-development-engineer-in-test-at-covr-financial-technologies-3763975296?refId=B7FvXlT9p60ffYm28dHVSA%3D%3D&trackingId=ccQsBybbag1vr0yiIjPrZw%3D%3D&position=6&pageNum=32&trk=public_jobs_jserp-result_search-card,Internship
7324,7324,Software Engineer II,Mastercard,"missouri, united states",United States,International,"['CompTIA Security+', 'Big Data', 'Software Quality (SQA/SQC)', 'Continuous Delivery', 'Automation', 'Containerization', 'Systems Development Life Cycle']",https://www.linkedin.com/jobs/view/software-engineer-ii-at-mastercard-3767270440?refId=B7FvXlT9p60ffYm28dHVSA%3D%3D&trackingId=LYIwQBD8tU6QXEwqW7xEWw%3D%3D&position=7&pageNum=32&trk=public_jobs_jserp-result_search-card,Full-time
7325,7325,Software Engineer,Arrow Search Partners,"stamford, ct",United States,International,['Project Management'],https://www.linkedin.com/jobs/view/software-engineer-at-arrow-search-partners-3779947965?refId=B7FvXlT9p60ffYm28dHVSA%3D%3D&trackingId=M0zkR8NlUf9snNNVC8qSgQ%3D%3D&position=8&pageNum=32&trk=public_jobs_jserp-result_search-card,Internship
7326,7326,Software Development Engineer in Test (SDET) Lead,Sense,united states,United States,International,"['CompTIA Security+', 'Software Quality (SQA/SQC)', 'Selenium (Software)', 'Agile Methodology', 'Research', 'Automation', 'Jenkins', 'Application Programming Interface (API)', 'Load Testing', 'Software Development Life Cycle']",https://www.linkedin.com/jobs/view/software-development-engineer-in-test-sdet-lead-at-sense-3757741792?refId=B7FvXlT9p60ffYm28dHVSA%3D%3D&trackingId=jGCgaS9wyJuxh9sTbU5h8Q%3D%3D&position=9&pageNum=32&trk=public_jobs_jserp-result_search-card,Part-time
7327,7327,"Software Engineer, Developer Infrastructure",Stripe,united states,United States,International,[],https://www.linkedin.com/jobs/view/software-engineer-developer-infrastructure-at-stripe-3771326421?refId=B7FvXlT9p60ffYm28dHVSA%3D%3D&trackingId=7RoIC7AwujCOZ8zfVy9zQw%3D%3D&position=10&pageNum=32&trk=public_jobs_jserp-result_search-card,Part-time
7328,7328,"Software Engineer, Full Stack (Workflows)",Benchling,"san francisco, ca",United States,International,"['Sales', 'Research', 'Marketing']",https://www.linkedin.com/jobs/view/software-engineer-full-stack-workflows-at-benchling-3756788098?refId=B7FvXlT9p60ffYm28dHVSA%3D%3D&trackingId=mNeIGO1lgLsQpI9npQAuEA%3D%3D&position=11&pageNum=32&trk=public_jobs_jserp-result_search-card,Internship
7329,7329,Software Development Engineer 1,Protingent,"sunnyvale, ca",United States,International,"['Statistical Analysis', 'Systems Development Life Cycle', 'Communication', 'Software Development Life Cycle', 'Time Management']",https://www.linkedin.com/jobs/view/software-development-engineer-1-at-protingent-3766406352?refId=B7FvXlT9p60ffYm28dHVSA%3D%3D&trackingId=bEHVhqdcfX8eZjqBLc81Ew%3D%3D&position=12&pageNum=32&trk=public_jobs_jserp-result_search-card,Full-time
7330,7330,Java Software Engineer,Storm3,"phoenix, az",United States,International,"['Communication', 'Behavior-Driven Development', 'Test Automation']",https://www.linkedin.com/jobs/view/java-software-engineer-at-storm3-3758906013?refId=B7FvXlT9p60ffYm28dHVSA%3D%3D&trackingId=x%2B2QO%2Bgg8A6Cuz5kQI0AhA%3D%3D&position=13&pageNum=32&trk=public_jobs_jserp-result_search-card,Full-time
7331,7331,Software Engineer 0 (TBT - 055),SageCor Solutions,"annapolis junction, md",United States,International,[],https://www.linkedin.com/jobs/view/software-engineer-0-tbt-055-at-sagecor-solutions-3754499860?refId=B7FvXlT9p60ffYm28dHVSA%3D%3D&trackingId=iPWZUzuCrMLTv5W%2BWj%2FEgA%3D%3D&position=14&pageNum=32&trk=public_jobs_jserp-result_search-card,Internship
